No.,Time,Source,Destination,Protocol,Length,Info,Type,Type of attack
14823,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14824,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14825,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14826,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14827,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14828,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14829,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14830,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14831,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14832,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14833,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14834,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14835,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14836,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14837,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14838,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14839,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:21416 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14840,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14841,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:54590 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14842,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14843,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14844,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:16779 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14845,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:16779 RA,Non-Attack,No Attack
14846,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14847,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:2563 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14848,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:2563 RA,Non-Attack,No Attack
14849,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14850,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:28326 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14851,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:28326 RA,Non-Attack,No Attack
14852,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14853,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:46672 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14854,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:46672 RA,Non-Attack,No Attack
14855,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14856,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:49602 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14857,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:49602 RA,Non-Attack,No Attack
14858,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14859,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:6879 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14860,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:6879 RA,Non-Attack,No Attack
14861,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14862,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:52708 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14863,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:52708 RA,Non-Attack,No Attack
14864,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14865,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:61411 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14866,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:61411 RA,Non-Attack,No Attack
